antigen,folder_name,pdb_file,chain
Hs~Ref:NM_016006.1~uORF:IOH10127,../../antigens/alphafold_pdb/,Q8WTS1.pdb,A
Hs~MGC:BC017114.1~uORF:IOH9995,../../antigens/alphafold_pdb/,Q96AH0.pdb,A
Hs~MGC:BC010537.1~uORF:IOH10170,../../antigens/alphafold_pdb/,P53999.pdb,A
Hs~Ref:NM_020427.2~uORF:IOH40403,../../antigens/alphafold_pdb/,P55000.pdb,A
Hs~Ref:NM_022171.1~uORF:IOH40573,../../antigens/alphafold_pdb/,P57738.pdb,A
Hs~Ref:NM_033201.1~uORF:IOH40574,../../antigens/alphafold_pdb/,Q96MC5.pdb,A
Hs~Ref:NM_033345.1~uORF:IOH40371,../../antigens/alphafold_pdb/,P57771.pdb,A
Hs~Ref:NM_152677.1~uORF:IOH34851,../../antigens/alphafold_pdb/,Q8NAM6.pdb,A
Hs~MGC:BC042820.1~uORF:IOH26481,../../antigens/alphafold_pdb/,Q8TAA3.pdb,A
Hs~Ref:NM_005441.2~uORF:IOH13577,../../antigens/alphafold_pdb/,Q13112.pdb,A
Hs~MGC:BC028218.1~uORF:IOH11616,../../antigens/alphafold_pdb/,Q9H171.pdb,A
Hs~MGC:BC017901.1~uORF:IOH12549,../../antigens/alphafold_pdb/,O15162.pdb,A
Hs~MGC:NM_152717.1~uORF:IOH22811,../../antigens/alphafold_pdb/,Q8N5U1.pdb,A
Hs~MGC:BC006470.1~uORF:IOH6015,../../antigens/alphafold_pdb/,Q7L5Y9.pdb,A
Hs~Ref:NM_145810.1~uORF:IOH11712,../../antigens/alphafold_pdb/,Q9BWT1.pdb,A
Hs~Ref:NM_153035.1~uORF:IOH27410,../../antigens/alphafold_pdb/,Q96MN5.pdb,A
Hs~Ref:NM_001004708.1~uORF:IOH28245,../../antigens/alphafold_pdb/,Q8NGJ1.pdb,A
Hs~Ref:NM_017877.2~uORF:IOH11542,../../antigens/alphafold_pdb/,Q8N357.pdb,A
Hs~MGC:BC002832.1~uORF:IOH5425,../../antigens/alphafold_pdb/,P78410.pdb,A
Hs~Ref:NM_004414.3~uORF:IOH5722,../../antigens/alphafold_pdb/,P53805.pdb,A
Hs~MGC:BC001899.1~uORF:IOH4819,../../antigens/alphafold_pdb/,Q10981.pdb,A
Hs~MGC:BC047030.1~uORF:IOH26622,../../antigens/alphafold_pdb/,Q16831.pdb,A
Hs~MGC:BC018292.1~uORF:IOH10299,../../antigens/alphafold_pdb/,Q9H497.pdb,A
Hs~MGC:BC002655.2~uORF:IOH5256,../../antigens/alphafold_pdb/,Q8IZL9.pdb,A
Hs~MGC:BC016961.1~uORF:IOH10330,../../antigens/alphafold_pdb/,Q9UHL4.pdb,A
Hs~MGC:BC058833.1~uORF:IOH29475,../../antigens/alphafold_pdb/,Q5VUA4.pdb,A
Hs~MGC:BC059396.1~uORF:IOH29258,../../antigens/alphafold_pdb/,A1XBS5.pdb,A
Hs~MGC:BC038583.1~uORF:IOH28700,../../antigens/alphafold_pdb/,Q8IXR5.pdb,A
Hs~MGC:BC020637.1~uORF:IOH12160,../../antigens/alphafold_pdb/,Q9NZH6.pdb,A
Hs~MGC:BC031044.1~uORF:IOH22543,../../antigens/alphafold_pdb/,Q8WW22.pdb,A
Hs~MGC:BC033842.1~uORF:IOH21761,../../antigens/alphafold_pdb/,Q9ULD2.pdb,A
Hs~MGC:BC029920.1~uORF:IOH22865,../../antigens/alphafold_pdb/,Q8IUE1.pdb,A
Hs~Ref:NM_152421.2~uORF:IOH22978,../../antigens/alphafold_pdb/,Q5VUD6.pdb,A
Hs~MGC:BC069363.1~uORF:IOH40229,../../antigens/alphafold_pdb/,P56179.pdb,A
Hs~Ref:NM_145020.1~uORF:IOH22338,../../antigens/alphafold_pdb/,Q96M91.pdb,A
Hs~MGC:BC029402.1~uORF:IOH23135,../../antigens/alphafold_pdb/,P25788.pdb,A
Hs~Ref:NM_017785.2~uORF:IOH12118,../../antigens/alphafold_pdb/,Q96EA4.pdb,A
Hs~MGC:BC014428.1~uORF:IOH14661,../../antigens/alphafold_pdb/,Q9UGC7.pdb,A
Hs~MGC:BC016929.1~uORF:IOH11225,../../antigens/alphafold_pdb/,Q29983.pdb,A
Hs~Ref:NM_000700.1~uORF:IOH3222,../../antigens/alphafold_pdb/,P04083.pdb,A
Hs~MGC:BC012303.1~uORF:IOH11142,../../antigens/alphafold_pdb/,Q13113.pdb,A
Hs~MGC:BC012569.1~uORF:IOH12120,../../antigens/alphafold_pdb/,Q5JUW0.pdb,A
Hs~Ref:NM_005239.2~uORF:IOH10422,../../antigens/alphafold_pdb/,P15036.pdb,A
Hs~Ref:NM_032174.2~uORF:IOH13297,../../antigens/alphafold_pdb/,Q969M1.pdb,A
Hs~Ref:NM_002262.2~uORF:IOH11597,../../antigens/alphafold_pdb/,Q13241.pdb,A
Hs~Ref:NM_005240.1~uORF:IOH13301,../../antigens/alphafold_pdb/,P41162.pdb,A
Hs~MGC:BC017844.1~uORF:IOH14384,../../antigens/alphafold_pdb/,O95976.pdb,A
Hs~Ref:NM_182801.1~uORF:IOH23237,../../antigens/alphafold_pdb/,Q63HQ2.pdb,A
Hs~Ref:NM_005567.2~uORF:IOH3566,../../antigens/alphafold_pdb/,Q08380.pdb,A
Hs~Ref:NM_002279.3~uORF:IOH13096,../../antigens/alphafold_pdb/,Q14525.pdb,A
Hs~Ref:NM_018650.1,../../antigens/alphafold_pdb/,Q9P0L2.pdb,A
Hs~Ref:NM_004954.2,../../antigens/alphafold_pdb/,Q7KZI7.pdb,A
Hs~Ref:NM_006281.1,../../antigens/alphafold_pdb/,Q13188.pdb,A
Hs~Ref:NM_004721.2,../../antigens/alphafold_pdb/,O43283.pdb,A
Hs~Ref:NM_003656.3,../../antigens/alphafold_pdb/,Q14012.pdb,A
Hs~Ref:NM_003177.2,../../antigens/alphafold_pdb/,P43405.pdb,A
Hs~Ref:NM_000323.2,../../antigens/alphafold_pdb/,P07949.pdb,A
Hs~Ref:NM_001274.2,../../antigens/alphafold_pdb/,O14757.pdb,A
Hs~Ref:NM_001446.2~uORF:IOH11228,../../antigens/alphafold_pdb/,O15540.pdb,A
Hs~Ref:NM_138454.1~uORF:IOH12871,../../antigens/alphafold_pdb/,Q96CM4.pdb,A
Hs~MGC:BC022459.1~uORF:IOH11064,../../antigens/alphafold_pdb/,Q9BR01.pdb,A
Hs~Ref:NM_080590.1~uORF:IOH13252,../../antigens/alphafold_pdb/,Q13938.pdb,A
Hs~Ref:NM_145250.1~uORF:IOH11197,../../antigens/alphafold_pdb/,Q8TAA1.pdb,A
Hs~MGC:BC026238.1~uORF:IOH13560,../../antigens/alphafold_pdb/,P02763.pdb,A
Hs~MGC:BC007681.2~uORF:IOH6233,../../antigens/alphafold_pdb/,Q9ULW5.pdb,A
Hs~Ref:NM_024900.2~uORF:IOH21646,../../antigens/alphafold_pdb/,Q6IE81.pdb,A
Hs~MGC:BC032393.1~uORF:IOH21681,../../antigens/alphafold_pdb/,Q96K19.pdb,A
Hs~Ref:NM_007162.1~uORF:IOH21660,../../antigens/alphafold_pdb/,P19484.pdb,A
Hs~Ref:NM_175907.3~uORF:IOH21771,../../antigens/alphafold_pdb/,Q8N4Q0.pdb,A
Hs~Ref:NM_013431.1~uORF:IOH12166,../../antigens/alphafold_pdb/,O43908.pdb,A
Hs~MGC:BC017785.1~uORF:IOH12191,../../antigens/alphafold_pdb/,Q9Y2R2.pdb,A
Hs~MGC:BC011904.1~uORF:IOH13374,../../antigens/alphafold_pdb/,Q9H4B0.pdb,A
Hs~Ref:NM_004794.1~uORF:IOH4780,../../antigens/alphafold_pdb/,Q14088.pdb,A
Hs~Ref:NM_181297.1~uORF:IOH43436,../../antigens/alphafold_pdb/,Q8IZ96.pdb,A
Hs~Ref:NM_181678.1~uORF:IOH43154,../../antigens/alphafold_pdb/,Q00005.pdb,A
Hs~Ref:NM_030650.1~uORF:IOH43353,../../antigens/alphafold_pdb/,Q9C0E8.pdb,A
Hs~Ref:NM_001788.3~uORF:IOH43444,../../antigens/alphafold_pdb/,Q16181.pdb,A
Hs~Ref:NM_133443.1~uORF:IOH40699,../../antigens/alphafold_pdb/,Q8TD30.pdb,A
Hs~Ref:NM_130467.3~uORF:IOH40626,../../antigens/alphafold_pdb/,Q96GU1.pdb,A
Hs~Ref:NM_004349.2~uORF:IOH36626,../../antigens/alphafold_pdb/,Q06455.pdb,A
Hs~Ref:NM_001880.2~uORF:IOH37849,../../antigens/alphafold_pdb/,P15336.pdb,A
Hs~Ref:NM_138461.1~uORF:IOH21483,../../antigens/alphafold_pdb/,Q96DZ7.pdb,A
Hs~MGC:BC001394.1~uORF:IOH3978,../../antigens/alphafold_pdb/,P35237.pdb,A
Hs~Ref:NM_004391.1~uORF:IOH40170,../../antigens/alphafold_pdb/,Q9UNU6.pdb,A
Hs~MGC:BC069568.1~uORF:IOH40320,../../antigens/alphafold_pdb/,Q7Z4K8.pdb,A
Hs~MGC:BC053664.1~uORF:IOH28996,../../antigens/alphafold_pdb/,Q9HCC9.pdb,A
Hs~Ref:NM_005283.1~uORF:IOH28365,../../antigens/alphafold_pdb/,P46094.pdb,A
Hs~MGC:XM_166899.3~uORF:IOH28244,../../antigens/alphafold_pdb/,Q8NGJ0.pdb,A
Hs~Ref:NM_054030.1~uORF:IOH28376,../../antigens/alphafold_pdb/,Q96LB1.pdb,A
Hs~Ref:NM_003403.3~uORF:IOH27684,../../antigens/alphafold_pdb/,P25490.pdb,A
Hs~MGC:BC045799.1~uORF:IOH26424,../../antigens/alphafold_pdb/,Q96B54.pdb,A
Hs~Ref:NM_022135.2~uORF:IOH26334,../../antigens/alphafold_pdb/,Q9HBU9.pdb,A
Hs~MGC:BC044239.1~uORF:IOH26369,../../antigens/alphafold_pdb/,Q6ZTN6.pdb,A
Hs~MGC:BC039832.1~uORF:IOH26274,../../antigens/alphafold_pdb/,Q8NEY8.pdb,A
Hs~Ref:NM_016269.2~uORF:IOH27038,../../antigens/alphafold_pdb/,Q9UJU2.pdb,A
Hs~MGC:BC045563.1~uORF:IOH26744,../../antigens/alphafold_pdb/,Q86XE0.pdb,A
Hs~MGC:BC010942.1~uORF:IOH13002,../../antigens/alphafold_pdb/,P24752.pdb,A
Hs~Ref:NM_006752.4~uORF:IOH26279,../../antigens/alphafold_pdb/,Q15528.pdb,A
Hs~Ref:NM_000507.2~uORF:IOH2056,../../antigens/alphafold_pdb/,P09467.pdb,A
Hs~MGC:BC010056.2~uORF:IOH13015,../../antigens/alphafold_pdb/,Q9HAY2.pdb,A
Hs~MGC:BC031412.1~uORF:IOH22687,../../antigens/alphafold_pdb/,Q14520.pdb,A
Hs~MGC:BC001274.1~uORF:IOH3095,../../antigens/alphafold_pdb/,Q14004.pdb,A
Hs~MGC:BC020662.1~uORF:IOH12844,../../antigens/alphafold_pdb/,Q8WUE5.pdb,A
Hs~MGC:BC012620.1~uORF:IOH12299,../../antigens/alphafold_pdb/,O95249.pdb,A
Hs~MGC:BC015207.1~uORF:IOH11738,../../antigens/alphafold_pdb/,Q9P1U1.pdb,A
Hs~Ref:NM_030935.1~uORF:IOH3133,../../antigens/alphafold_pdb/,Q9Y3Q8.pdb,A
Hs~Ref:NM_006503.1~uORF:IOH3614,../../antigens/alphafold_pdb/,P43686.pdb,A
Hs~MGC:BC016470.2~uORF:IOH11948,../../antigens/alphafold_pdb/,Q96AY2.pdb,A
Hs~MGC:BC007218.1~uORF:IOH6864,../../antigens/alphafold_pdb/,Q9BQS8.pdb,A
Hs~Ref:NM_005408.2~uORF:IOH3315,../../antigens/alphafold_pdb/,Q99616.pdb,A
Hs~MGC:BC005807.2~uORF:IOH6261,../../antigens/alphafold_pdb/,O00767.pdb,A
Hs~Ref:NM_144606.1~uORF:IOH12359,../../antigens/alphafold_pdb/,Q8NFG4.pdb,A
Hs~Ref:NM_033440.1~uORF:IOH7156,../../antigens/alphafold_pdb/,P08217.pdb,A
Hs~MGC:BC015752.1~uORF:IOH12141,../../antigens/alphafold_pdb/,Q15306.pdb,A
Hs~MGC:BC005254.1~uORF:IOH7277,../../antigens/alphafold_pdb/,Q92478.pdb,A
Hs~MGC:BC051377.1~uORF:IOH29416,../../antigens/alphafold_pdb/,Q86UL3.pdb,A
Hs~MGC:BC058287.1~uORF:IOH29442,../../antigens/alphafold_pdb/,Q9Y5C1.pdb,A
Hs~MGC:BC056256.1~uORF:IOH29440,../../antigens/alphafold_pdb/,P0DOX7.pdb,A
Hs~MGC:BC053989.1~uORF:IOH29368,../../antigens/alphafold_pdb/,Q9ULX5.pdb,A
Hs~MGC:BC030210.1~uORF:IOH22603,../../antigens/alphafold_pdb/,P40259.pdb,A
Hs~Ref:NM_016532.2~uORF:IOH4433,../../antigens/alphafold_pdb/,Q9BT40.pdb,A
Hs~Ref:NM_002461.1~uORF:IOH4651,../../antigens/alphafold_pdb/,P53602.pdb,A
Hs~Ref:NM_005610.1~uORF:IOH4480,../../antigens/alphafold_pdb/,Q09028.pdb,A
Hs~MGC:BC000247.1~uORF:IOH4476,../../antigens/alphafold_pdb/,Q8WY91.pdb,A
Hs~MGC:BC008200.1~uORF:IOH3147,../../antigens/alphafold_pdb/,P05787.pdb,A
Hs~Ref:NM_014685.1~uORF:IOH4612,../../antigens/alphafold_pdb/,Q15011.pdb,A
Hs~Ref:NM_005030~CAT:PV3501,../../antigens/alphafold_pdb/,P53350.pdb,A
Hs~Ref:NM_003390.2~CAT:PV3817,../../antigens/alphafold_pdb/,P30291.pdb,A
Hs~Ref:NM_004635~CAT:PV3299,../../antigens/alphafold_pdb/,Q16644.pdb,A
Hs~Ref:NM_004431.1~CAT:PV3688,../../antigens/alphafold_pdb/,P29317.pdb,A
Hs~Ref:NM_001042729~CAT:P3041,../../antigens/alphafold_pdb/,P09769.pdb,A
Hs~Ref:XM_374188.3~uORF:IOH44541,../../antigens/alphafold_pdb/,Q4VX62.pdb,A
Hs~Ref:NM_145342.1~uORF:IOH43679,../../antigens/alphafold_pdb/,Q9NYJ8.pdb,A
Hs~Ref:NM_001009880.1~uORF:IOH42078,../../antigens/alphafold_pdb/,Q6ICG6.pdb,A
Hs~Ref:NM_203471.1~uORF:IOH44569,../../antigens/alphafold_pdb/,Q8TCE9.pdb,A
Hs~Ref:NM_006426.1~uORF:IOH42101,../../antigens/alphafold_pdb/,O14531.pdb,A
Hs~Ref:NM_057749.1~uORF:IOH43526,../../antigens/alphafold_pdb/,O96020.pdb,A
Hs~MGC:BC009077.1~uORF:IOH9817,../../antigens/alphafold_pdb/,Q96GX9.pdb,A
Hs~Ref:NM_016422.2~uORF:IOH11058,../../antigens/alphafold_pdb/,Q8WVD5.pdb,A
Hs~MGC:BC009712.1~uORF:IOH9914,../../antigens/alphafold_pdb/,P28288.pdb,A
Hs~MGC:BC009010.1~uORF:IOH3292,../../antigens/alphafold_pdb/,Q5VWP3.pdb,A
Hs~MGC:BC001917.1~uORF:IOH5075,../../antigens/alphafold_pdb/,P40926.pdb,A
Hs~MGC:BC025726.1~uORF:IOH10934,../../antigens/alphafold_pdb/,Q96T54.pdb,A
Hs~MGC:BC001873.1~uORF:IOH4800,../../antigens/alphafold_pdb/,Q9Y5J3.pdb,A
Hs~MGC:BC022288.1~uORF:IOH12278,../../antigens/alphafold_pdb/,O14958.pdb,A
Hs~Ref:NM_001004331.1~uORF:IOH40802,../../antigens/alphafold_pdb/,A0A1B0GTZ2.pdb,A
Hs~MGC:BC062696.1~uORF:IOH40720,../../antigens/alphafold_pdb/,P55157.pdb,A
Hs~MGC:BC068070.1~uORF:IOH40777,../../antigens/alphafold_pdb/,Q86TS9.pdb,A
Hs~MGC:BC070146.1~uORF:IOH40806,../../antigens/alphafold_pdb/,Q5VIY5.pdb,A
Hs~MGC:BC064485.1~uORF:IOH40682,../../antigens/alphafold_pdb/,Q9HBG7.pdb,A
Hs~Ref:NM_147197.2~uORF:IOH40750,../../antigens/alphafold_pdb/,Q8NEX6.pdb,A
Hs~Ref:NM_016186.1~uORF:IOH12195,../../antigens/alphafold_pdb/,Q9UK55.pdb,A
Hs~Ref:NM_014485.1~uORF:IOH13026,../../antigens/alphafold_pdb/,O60760.pdb,A
Hs~Ref:NM_080816.1~uORF:IOH12104,../../antigens/alphafold_pdb/,Q9P1W8.pdb,A
Hs~MGC:BC020843.1~uORF:IOH12055,../../antigens/alphafold_pdb/,Q8TDQ0.pdb,A
Hs~MGC:NM_152769.1~uORF:IOH21544,../../antigens/alphafold_pdb/,Q8N350.pdb,A
Hs~Ref:NM_016607.1~uORF:IOH7393,../../antigens/alphafold_pdb/,Q9UH62.pdb,A
Hs~Ref:NM_004159.1~uORF:IOH3858,../../antigens/alphafold_pdb/,P28062.pdb,A
Hs~Ref:NM_003223.1~uORF:IOH9646,../../antigens/alphafold_pdb/,Q01664.pdb,A
Hs~Ref:NM_148571.1~uORF:IOH41376,../../antigens/alphafold_pdb/,Q9P0M9.pdb,A
Hs~Ref:NM_020182.3~uORF:IOH41590,../../antigens/alphafold_pdb/,Q969W9.pdb,A
Hs~Ref:NM_002170.2~uORF:IOH35228,../../antigens/alphafold_pdb/,P32881.pdb,A
Hs~Ref:NM_031440.1~uORF:IOH35320,../../antigens/alphafold_pdb/,Q9BQQ7.pdb,A
Hs~Ref:NM_002938.2~uORF:IOH41414,../../antigens/alphafold_pdb/,P78317.pdb,A
Hs~Ref:NM_153284.1~uORF:IOH41629,../../antigens/alphafold_pdb/,Q12794.pdb,A
Hs~Ref:NM_201999.1~uORF:IOH41073,../../antigens/alphafold_pdb/,Q15723.pdb,A
Hs~Ref:NM_012325.1~uORF:IOH41294,../../antigens/alphafold_pdb/,Q15691.pdb,A
Hs~MGC:BC060814.1~uORF:IOH39802,../../antigens/alphafold_pdb/,Q9UPQ3.pdb,A
Hs~Ref:NM_145796.2~uORF:IOH29191,../../antigens/alphafold_pdb/,Q7Z3K3.pdb,A
Hs~MGC:BC054004.1~uORF:IOH29012,../../antigens/alphafold_pdb/,Q9UHD8.pdb,A
Hs~Ref:NM_033307.1~uORF:IOH45758,../../antigens/alphafold_pdb/,P49662.pdb,A
Hs~Ref:NM_201516.1~uORF:IOH45833,../../antigens/alphafold_pdb/,Q71UI9.pdb,A
Hs~Ref:NM_212540.1~uORF:IOH45879,../../antigens/alphafold_pdb/,O75461.pdb,A
Hs~Ref:NM_020199.1~uORF:IOH45786,../../antigens/alphafold_pdb/,Q8NC54.pdb,A
Hs~Ref:NM_032548.2~uORF:IOH45815,../../antigens/alphafold_pdb/,Q969K4.pdb,A
Hs~Ref:NM_203417.1~uORF:IOH45858,../../antigens/alphafold_pdb/,P53805.pdb,A
Hs~Ref:NM_138349.2~uORF:IOH45741,../../antigens/alphafold_pdb/,Q8NBR0.pdb,A
Hs~Ref:NM_015942.3~uORF:IOH45791,../../antigens/alphafold_pdb/,Q96E29.pdb,A
Hs~Ref:NM_003754.1~uORF:IOH3436,../../antigens/alphafold_pdb/,O00303.pdb,A
Hs~Ref:NM_000712.3~uORF:IOH7401,../../antigens/alphafold_pdb/,P53004.pdb,A
Hs~MGC:BC007519.2~uORF:IOH6177,../../antigens/alphafold_pdb/,Q96FW1.pdb,A
Hs~Ref:NM_016059.3~uORF:IOH4932,../../antigens/alphafold_pdb/,Q9Y3C6.pdb,A
Hs~Ref:NM_015929.2~uORF:IOH7138,../../antigens/alphafold_pdb/,Q9Y234.pdb,A
Hs~MGC:BC026101.2~uORF:IOH10652,../../antigens/alphafold_pdb/,Q9GZM8.pdb,A
Hs~Ref:NM_014628.2~uORF:IOH5724,../../antigens/alphafold_pdb/,Q15013.pdb,A
Hs~Ref:NM_017822.2~uORF:IOH13333,../../antigens/alphafold_pdb/,Q9H9L4.pdb,A
Hs~Ref:NM_181689.1~uORF:IOH41368,../../antigens/alphafold_pdb/,Q16517.pdb,A
Hs~Ref:NM_005678.3~uORF:IOH45840,../../antigens/alphafold_pdb/,Q9Y675.pdb,A
Hs~Ref:NM_000897.2~uORF:IOH45547,../../antigens/alphafold_pdb/,Q16873.pdb,A
Hs~Ref:NM_001022.3~uORF:IOH4572,../../antigens/alphafold_pdb/,P39019.pdb,A
Hs~MGC:BC039039.1~uORF:IOH27465,../../antigens/alphafold_pdb/,P43403.pdb,A
Hs~Ref:NM_005651.1~uORF:IOH7291,../../antigens/alphafold_pdb/,P48775.pdb,A
Hs~Ref:NM_005014.1~uORF:IOH26340,../../antigens/alphafold_pdb/,Q99983.pdb,A
Hs~MGC:BC007080.1~uORF:IOH7467,../../antigens/alphafold_pdb/,Q9NUH8.pdb,A
Hs~MGC:BC045546.1~uORF:IOH26768,../../antigens/alphafold_pdb/,P48058.pdb,A
Hs~Ref:NM_006116.2~uORF:IOH26991,../../antigens/alphafold_pdb/,Q15750.pdb,A
Hs~Ref:NM_032303.1~uORF:IOH5552,../../antigens/alphafold_pdb/,Q6YN16.pdb,A
Hs~MGC:BC002859.1~uORF:IOH5428,../../antigens/alphafold_pdb/,Q9NX65.pdb,A
Hs~MGC:BC028113.1~uORF:IOH21569,../../antigens/alphafold_pdb/,Q9NS18.pdb,A
Hs~Ref:NM_145046.2~uORF:IOH10728,../../antigens/alphafold_pdb/,Q96L12.pdb,A
Hs~Ref:NM_199326.1~uORF:IOH3323,../../antigens/alphafold_pdb/,Q9Y5P8.pdb,A
Hs~Ref:NM_016074.1~uORF:IOH39867,../../antigens/alphafold_pdb/,Q9Y3E2.pdb,A
Hs~MGC:BC017789.1~uORF:IOH13662,../../antigens/alphafold_pdb/,Q9UHD1.pdb,A
Hs~Ref:NM_006601.4~uORF:IOH5048,../../antigens/alphafold_pdb/,Q15185.pdb,A
Hs~Ref:NM_152734.2~uORF:IOH40907,../../antigens/alphafold_pdb/,Q6UWU4.pdb,A
Hs~MGC:BC006005.1~uORF:IOH7509,../../antigens/alphafold_pdb/,Q9NZ43.pdb,A
Hs~Ref:NM_000732.3~uORF:IOH40817,../../antigens/alphafold_pdb/,P04234.pdb,A
Hs~MGC:BC001250.1~uORF:IOH3221,../../antigens/alphafold_pdb/,Q9H6U6.pdb,A
Hs~Ref:NM_016630.2~uORF:IOH4511,../../antigens/alphafold_pdb/,Q9NZD8.pdb,A
Hs~MGC:BC000116.1~uORF:IOH4364,../../antigens/alphafold_pdb/,P53990.pdb,A
Hs~Ref:NM_002622.3~uORF:IOH14625,../../antigens/alphafold_pdb/,O60925.pdb,A
Hs~MGC:NM_007270.2~uORF:IOH14166,../../antigens/alphafold_pdb/,Q75LS8.pdb,A
Hs~MGC:NM_058163.1~uORF:IOH14811,../../antigens/alphafold_pdb/,Q969E8.pdb,A
Hs~Ref:NM_033317.1~uORF:IOH14207,../../antigens/alphafold_pdb/,Q6E0U4.pdb,A
Hs~Ref:NM_052958.1~uORF:IOH42627,../../antigens/alphafold_pdb/,Q49A92.pdb,A
Hs~MGC:BC020739.1~uORF:IOH14471,../../antigens/alphafold_pdb/,Q14627.pdb,A
Hs~Ref:NM_014315.1~uORF:IOH4690,../../antigens/alphafold_pdb/,Q9Y2U9.pdb,A
Hs~MGC:NM_020801.1~uORF:IOH10036,../../antigens/alphafold_pdb/,Q96B67.pdb,A
Hs~Ref:NM_001359.1~uORF:IOH44360,../../antigens/alphafold_pdb/,Q16698.pdb,A
Hs~Ref:NM_005259.1~uORF:IOH44374,../../antigens/alphafold_pdb/,O14793.pdb,A
Hs~MGC:BC053675.1~uORF:IOH29030,../../antigens/alphafold_pdb/,P42167.pdb,A
Hs~MGC:BC040630.1~uORF:IOH28784,../../antigens/alphafold_pdb/,O94778.pdb,A
Hs~MGC:BC056918.1~uORF:IOH29061,../../antigens/alphafold_pdb/,Q9H4Y5.pdb,A
Hs~MGC:BC053998.1~uORF:IOH28976,../../antigens/alphafold_pdb/,O75716.pdb,A
Hs~Ref:NM_000891.2~uORF:IOH35746,../../antigens/alphafold_pdb/,P63252.pdb,A
Hs~Ref:NM_018038.1~uORF:IOH35119,../../antigens/alphafold_pdb/,Q96BJ8.pdb,A
Hs~Ref:NM_004179.1~uORF:IOH35768,../../antigens/alphafold_pdb/,P17752.pdb,A
Hs~Ref:NM_057176.2~uORF:IOH35514,../../antigens/alphafold_pdb/,Q8WZ55.pdb,A
Hs~MGC:BC002950.1~uORF:IOH46164,../../antigens/alphafold_pdb/,Q96DM3.pdb,A
Hs~MGC:BC020711.1~uORF:IOH46097,../../antigens/alphafold_pdb/,Q9UQ72.pdb,A
Hs~MGC:BC011636.2~uORF:IOH46091,../../antigens/alphafold_pdb/,Q76I76.pdb,A
Hs~Ref:NM_015886.3~uORF:IOH29651,../../antigens/alphafold_pdb/,O43692.pdb,A
Hs~Ref:NM_032284.2~uORF:IOH46080,../../antigens/alphafold_pdb/,Q8NAV1.pdb,A
Hs~MGC:BC014210.2~uORF:IOH46147,../../antigens/alphafold_pdb/,P15289.pdb,A
Hs~MGC:NM_004545.3~uORF:IOH43540,../../antigens/alphafold_pdb/,O75438.pdb,A
Hs~Ref:NM_198493.1~uORF:IOH43276,../../antigens/alphafold_pdb/,Q5TZF3.pdb,A
Hs~Ref:NM_201377.1~uORF:IOH43396,../../antigens/alphafold_pdb/,Q6XLA1.pdb,A
Hs~Ref:NM_033137.1~uORF:IOH43469,../../antigens/alphafold_pdb/,P05230.pdb,A
Hs~Ref:NM_004116.2~uORF:IOH43717,../../antigens/alphafold_pdb/,P68106.pdb,A
Hs~Ref:NM_153477.1~uORF:IOH41013,../../antigens/alphafold_pdb/,Q9UBK9.pdb,A
Hs~Ref:NM_006579.1~uORF:IOH11243,../../antigens/alphafold_pdb/,Q15125.pdb,A
Hs~Ref:NM_025061.2~uORF:IOH10684,../../antigens/alphafold_pdb/,Q6NSJ5.pdb,A
Hs~Ref:NM_003792.1~uORF:IOH10852,../../antigens/alphafold_pdb/,O60869.pdb,A
Hs~Ref:NM_002491.1~uORF:IOH10805,../../antigens/alphafold_pdb/,O43676.pdb,A
Hs~Ref:NM_024051.1~uORF:IOH4274,../../antigens/alphafold_pdb/,O75223.pdb,A
Hs~Ref:NM_014221.1~uORF:IOH4127,../../antigens/alphafold_pdb/,P56277.pdb,A
Hs~MGC:BC005408.1~uORF:IOH3257,../../antigens/alphafold_pdb/,Q38SD2.pdb,A
Hs~MGC:BC002616.1~uORF:IOH4117,../../antigens/alphafold_pdb/,P37802.pdb,A
Hs~MGC:BC041174.1~uORF:IOH26249,../../antigens/alphafold_pdb/,P20813.pdb,A
Hs~Ref:NM_005218.2~uORF:IOH26662,../../antigens/alphafold_pdb/,P60022.pdb,A
Hs~MGC:BC047722.1~uORF:IOH26651,../../antigens/alphafold_pdb/,Q86WW8.pdb,A
Hs~MGC:BC020605.1~uORF:IOH12851,../../antigens/alphafold_pdb/,Q9H8M7.pdb,A
Hs~Ref:NM_018019.1~uORF:IOH4211,../../antigens/alphafold_pdb/,Q9NWA0.pdb,A
Hs~Ref:NM_012111.1~uORF:IOH3527,../../antigens/alphafold_pdb/,O95433.pdb,A
Hs~Ref:NM_002140.2~uORF:IOH3670,../../antigens/alphafold_pdb/,P61978.pdb,A
Hs~MGC:BC065928.1~uORF:IOH39967,../../antigens/alphafold_pdb/,Q96RU2.pdb,A
Hs~Ref:NM_021204.1~uORF:IOH40021,../../antigens/alphafold_pdb/,Q9UHY7.pdb,A
Hs~Ref:NM_145716.2~uORF:IOH39990,../../antigens/alphafold_pdb/,Q9BWW4.pdb,A
Hs~MGC:BC064145.1~uORF:IOH40031,../../antigens/alphafold_pdb/,Q5VV42.pdb,A
Hs~MGC:BC063500.1~uORF:IOH39897,../../antigens/alphafold_pdb/,Q96MW7.pdb,A
Hs~Ref:NM_203284.1~uORF:IOH39978,../../antigens/alphafold_pdb/,Q06330.pdb,A
