nodo:ID,:LABEL
XN_2069,PROTEIN2
XN_2070,PROTEIN2
XN_2071,PROTEIN2
XN_2072,PROTEIN2
XN_2073,PROTEIN2
XN_2074,PROTEIN2
XN_2075,PROTEIN2
XN_2076,PROTEIN2
XN_2077,PROTEIN2
XN_2078,PROTEIN2
XN_2079,PROTEIN2
XN_2080,PROTEIN2
XN_2081,PROTEIN2
XN_2082,PROTEIN2
XN_2083,PROTEIN2
XN_2084,PROTEIN2
XN_2085,PROTEIN2
XN_2086,PROTEIN2
XN_2087,PROTEIN2
XN_2088,PROTEIN2
XN_2089,PROTEIN2
XN_2090,PROTEIN2
XN_2091,PROTEIN2
XN_2092,PROTEIN2
XN_2093,PROTEIN2
XN_2094,PROTEIN2
XN_2095,PROTEIN2
XN_2096,PROTEIN2
XN_2097,PROTEIN2
XN_2098,PROTEIN2
XN_2099,PROTEIN2
XN_2100,PROTEIN2
XN_2101,PROTEIN2
XN_2102,PROTEIN2
XN_2103,PROTEIN2
XN_2104,PROTEIN2
XN_2105,PROTEIN2
XN_2106,PROTEIN2
XN_2107,PROTEIN2
XN_2108,PROTEIN2
XN_2109,PROTEIN2
XN_2110,PROTEIN2
XN_2111,PROTEIN2
XN_2112,PROTEIN2
XN_2113,PROTEIN2
XN_2114,PROTEIN2
XN_2115,PROTEIN2
XN_2116,PROTEIN2
XN_2117,PROTEIN2
XN_2118,PROTEIN2
XN_2119,PROTEIN2
XN_2120,PROTEIN2
XN_2121,PROTEIN2
XN_2122,PROTEIN2
XN_2123,PROTEIN2
XN_2124,PROTEIN2
XN_2125,PROTEIN2
XN_2126,PROTEIN2
XN_2127,PROTEIN2
XN_2128,PROTEIN2
XN_2129,PROTEIN2
XN_2130,PROTEIN2
XN_2131,PROTEIN2
XN_2132,PROTEIN2
XN_2133,PROTEIN2
XN_2134,PROTEIN2
XN_2135,PROTEIN2
XN_2136,PROTEIN2
XN_2137,PROTEIN2
XN_2138,PROTEIN2
XN_2139,PROTEIN2
XN_2140,PROTEIN2
XN_2141,PROTEIN2
XN_2142,PROTEIN2
XN_2143,PROTEIN2
XN_2144,PROTEIN2
XN_2145,PROTEIN2
XN_2146,PROTEIN2
XN_2147,PROTEIN2
XN_2148,PROTEIN2
XN_2149,PROTEIN2
XN_2150,PROTEIN2
XN_2151,PROTEIN2
XN_2152,PROTEIN2
XN_2153,PROTEIN2
XN_2154,PROTEIN2
XN_2155,PROTEIN2
XN_2156,PROTEIN2
XN_2157,PROTEIN2
XN_2158,PROTEIN2
XN_2159,PROTEIN2
XN_2160,PROTEIN2
XN_2161,PROTEIN2
XN_2162,PROTEIN2
XN_2163,PROTEIN2
XN_2164,PROTEIN2
XN_2165,PROTEIN2
XN_2166,PROTEIN2
XN_2167,PROTEIN2
XN_2168,PROTEIN2
XN_2169,PROTEIN2
XN_2170,PROTEIN2
XN_2171,PROTEIN2
XN_2172,PROTEIN2
XN_2173,PROTEIN2
XN_2174,PROTEIN2
XN_2175,PROTEIN2
XN_2176,PROTEIN2
XN_2177,PROTEIN2
XN_2178,PROTEIN2
XN_2179,PROTEIN2
XN_2180,PROTEIN2
XN_2181,PROTEIN2
XN_2182,PROTEIN2
XN_2183,PROTEIN2
XN_2184,PROTEIN2
XN_2185,PROTEIN2
XN_2186,PROTEIN2
XN_2187,PROTEIN2
XN_2188,PROTEIN2
XN_2189,PROTEIN2
XN_2190,PROTEIN2
XN_2191,PROTEIN2
XN_2192,PROTEIN2
XN_2193,PROTEIN2
XN_2194,PROTEIN2
XN_2195,PROTEIN2
XN_2196,PROTEIN2
XN_2197,PROTEIN2
XN_2198,PROTEIN2
XN_2199,PROTEIN2
XN_2200,PROTEIN2
XN_2201,PROTEIN2
XN_2202,PROTEIN2
XN_2203,PROTEIN2
XN_2204,PROTEIN2
XN_2205,PROTEIN2
XN_2206,PROTEIN2
XN_2207,PROTEIN2
XN_2208,PROTEIN2
XN_2209,PROTEIN2
XN_2210,PROTEIN2
XN_2211,PROTEIN2
XN_2212,PROTEIN2
XN_2213,PROTEIN2
XN_2214,PROTEIN2
XN_2215,PROTEIN2
XN_2216,PROTEIN2
XN_2217,PROTEIN2
XN_2218,PROTEIN2
XN_2219,PROTEIN2
XN_2220,PROTEIN2
XN_2221,PROTEIN2
XN_2222,PROTEIN2
XN_2223,PROTEIN2
XN_2224,PROTEIN2
XN_2225,PROTEIN2
XN_2226,PROTEIN2
XN_2227,PROTEIN2
XN_2228,PROTEIN2
XN_2229,PROTEIN2
XN_2230,PROTEIN2
XN_2231,PROTEIN2
XN_2232,PROTEIN2
XN_2233,PROTEIN2
XN_2234,PROTEIN2
XN_2235,PROTEIN2
XN_2236,PROTEIN2
XN_2237,PROTEIN2
XN_2238,PROTEIN2
XN_2239,PROTEIN2
XN_2240,PROTEIN2
XN_2241,PROTEIN2
XN_2242,PROTEIN2
XN_2243,PROTEIN2
XN_2244,PROTEIN2
XN_2245,PROTEIN2
XN_2246,PROTEIN2
XN_2247,PROTEIN2
XN_2248,PROTEIN2
XN_2249,PROTEIN2
XN_2250,PROTEIN2
XN_2251,PROTEIN2
XN_2252,PROTEIN2
XN_2253,PROTEIN2
XN_2254,PROTEIN2
XN_2255,PROTEIN2
XN_2256,PROTEIN2
XN_2257,PROTEIN2
XN_2258,PROTEIN2
XN_2259,PROTEIN2
XN_2260,PROTEIN2
XN_2261,PROTEIN2
XN_2262,PROTEIN2
XN_2263,PROTEIN2
XN_2264,PROTEIN2
XN_2265,PROTEIN2
XN_2266,PROTEIN2
XN_2267,PROTEIN2
XN_2268,PROTEIN2
XN_2269,PROTEIN2
XN_2270,PROTEIN2
XN_2271,PROTEIN2
XN_2272,PROTEIN2
XN_2273,PROTEIN2
XN_2274,PROTEIN2
XN_2275,PROTEIN2
XN_2276,PROTEIN2
XN_2277,PROTEIN2
XN_2278,PROTEIN2
XN_2279,PROTEIN2
XN_2280,PROTEIN2
XN_2281,PROTEIN2
XN_2282,PROTEIN2
XN_2283,PROTEIN2
XN_2284,PROTEIN2
XN_2285,PROTEIN2
XN_2286,PROTEIN2
XN_2287,PROTEIN2
XN_2288,PROTEIN2
XN_2289,PROTEIN2
XN_2290,PROTEIN2
XN_2291,PROTEIN2
XN_2292,PROTEIN2
XN_2293,PROTEIN2
XN_2294,PROTEIN2
XN_2295,PROTEIN2
XN_2296,PROTEIN2
XN_2297,PROTEIN2
XN_2298,PROTEIN2
XN_2299,PROTEIN2
XN_2300,PROTEIN2
XN_2301,PROTEIN2
XN_2302,PROTEIN2
XN_2303,PROTEIN2
XN_2304,PROTEIN2
XN_2305,PROTEIN2
XN_2306,PROTEIN2
XN_2307,PROTEIN2
XN_2308,PROTEIN2
XN_2309,PROTEIN2
XN_2310,PROTEIN2
XN_2311,PROTEIN2
XN_2312,PROTEIN2
XN_2313,PROTEIN2
XN_2314,PROTEIN2
XN_2315,PROTEIN2
XN_2316,PROTEIN2
XN_2317,PROTEIN2
XN_2318,PROTEIN2
XN_2319,PROTEIN2
XN_2320,PROTEIN2
XN_2321,PROTEIN2
XN_2322,PROTEIN2
XN_2323,PROTEIN2
XN_2324,PROTEIN2
XN_2325,PROTEIN2
XN_2326,PROTEIN2
XN_2327,PROTEIN2
XN_2328,PROTEIN2
XN_2329,PROTEIN2
XN_2330,PROTEIN2
XN_2331,PROTEIN2
XN_2332,PROTEIN2
XN_2333,PROTEIN2
XN_2334,PROTEIN2
XN_2335,PROTEIN2
XN_2336,PROTEIN2
XN_2337,PROTEIN2
XN_2338,PROTEIN2
XN_2339,PROTEIN2
XN_2340,PROTEIN2
XN_2341,PROTEIN2
XN_2342,PROTEIN2
XN_2343,PROTEIN2
XN_2344,PROTEIN2
XN_2345,PROTEIN2
XN_2346,PROTEIN2
XN_2347,PROTEIN2
XN_2348,PROTEIN2
XN_2349,PROTEIN2
XN_2350,PROTEIN2
XN_2351,PROTEIN2
XN_2352,PROTEIN2
XN_2353,PROTEIN2
XN_2354,PROTEIN2
XN_2355,PROTEIN2
XN_2356,PROTEIN2
XN_2357,PROTEIN2
XN_2358,PROTEIN2
XN_2359,PROTEIN2
XN_2360,PROTEIN2
XN_2361,PROTEIN2
XN_2362,PROTEIN2
XN_2363,PROTEIN2
XN_2364,PROTEIN2
XN_2365,PROTEIN2
XN_2366,PROTEIN2
XN_2367,PROTEIN2
XN_2368,PROTEIN2
XN_2369,PROTEIN2
XN_2370,PROTEIN2
XN_2371,PROTEIN2
XN_2372,PROTEIN2
XN_2373,PROTEIN2
XN_2374,PROTEIN2
XN_2375,PROTEIN2
XN_2376,PROTEIN2
XN_2377,PROTEIN2
XN_2378,PROTEIN2
XN_2379,PROTEIN2
XN_2380,PROTEIN2
XN_2381,PROTEIN2
XN_2382,PROTEIN2
XN_2383,PROTEIN2
XN_2384,PROTEIN2
XN_2385,PROTEIN2
XN_2386,PROTEIN2
XN_2387,PROTEIN2
XN_2388,PROTEIN2
XN_2389,PROTEIN2
XN_2390,PROTEIN2
XN_2391,PROTEIN2
XN_2392,PROTEIN2
XN_2393,PROTEIN2
XN_2394,PROTEIN2
XN_2395,PROTEIN2
XN_2396,PROTEIN2
XN_2397,PROTEIN2
XN_2398,PROTEIN2
XN_2399,PROTEIN2
XN_2400,PROTEIN2
XN_2401,PROTEIN2
XN_2402,PROTEIN2
XN_2403,PROTEIN2
XN_2404,PROTEIN2
XN_2405,PROTEIN2
XN_2406,PROTEIN2
XN_2407,PROTEIN2
XN_2408,PROTEIN2
XN_2409,PROTEIN2
XN_2410,PROTEIN2
XN_2411,PROTEIN2
XN_2412,PROTEIN2
XN_2413,PROTEIN2
XN_2414,PROTEIN2
XN_2415,PROTEIN2
XN_2416,PROTEIN2
XN_2417,PROTEIN2
XN_2418,PROTEIN2
XN_2419,PROTEIN2
XN_2420,PROTEIN2
XN_2421,PROTEIN2
XN_2422,PROTEIN2
XN_2423,PROTEIN2
XN_2424,PROTEIN2
XN_2425,PROTEIN2
XN_2426,PROTEIN2
XN_2427,PROTEIN2
XN_2428,PROTEIN2
XN_2429,PROTEIN2
XN_2430,PROTEIN2
XN_2431,PROTEIN2
XN_2432,PROTEIN2
XN_2433,PROTEIN2
XN_2434,PROTEIN2
XN_2435,PROTEIN2
XN_2436,PROTEIN2
XN_2437,PROTEIN2
XN_2438,PROTEIN2
XN_2439,PROTEIN2
XN_2440,PROTEIN2
XN_2441,PROTEIN2
XN_2442,PROTEIN2
XN_2443,PROTEIN2
XN_2444,PROTEIN2
XN_2445,PROTEIN2
XN_2446,PROTEIN2
XN_2447,PROTEIN2
XN_2448,PROTEIN2
XN_2449,PROTEIN2
XN_2450,PROTEIN2
XN_2451,PROTEIN2
XN_2452,PROTEIN2
XN_2453,PROTEIN2
XN_2454,PROTEIN2
XN_2455,PROTEIN2
XN_2456,PROTEIN2
XN_2457,PROTEIN2
XN_2458,PROTEIN2
XN_2459,PROTEIN2
XN_2460,PROTEIN2
XN_2461,PROTEIN2
XN_2462,PROTEIN2
XN_2463,PROTEIN2
XN_2464,PROTEIN2
XN_2465,PROTEIN2
XN_2466,PROTEIN2
XN_2467,PROTEIN2
XN_2468,PROTEIN2
XN_2469,PROTEIN2
XN_2470,PROTEIN2
XN_2471,PROTEIN2
XN_2472,PROTEIN2
XN_2473,PROTEIN2
XN_2474,PROTEIN2
XN_2475,PROTEIN2
XN_2476,PROTEIN2
XN_2477,PROTEIN2
XN_2478,PROTEIN2
XN_2479,PROTEIN2
XN_2480,PROTEIN2
XN_2481,PROTEIN2
XN_2482,PROTEIN2
XN_2483,PROTEIN2
XN_2484,PROTEIN2
XN_2485,PROTEIN2
XN_2486,PROTEIN2
XN_2487,PROTEIN2
XN_2488,PROTEIN2
XN_2489,PROTEIN2
XN_2490,PROTEIN2
XN_2491,PROTEIN2
XN_2492,PROTEIN2
XN_2493,PROTEIN2
XN_2494,PROTEIN2
XN_2495,PROTEIN2
XN_2496,PROTEIN2
XN_2497,PROTEIN2
XN_2498,PROTEIN2
XN_2499,PROTEIN2
XN_2500,PROTEIN2
XN_2501,PROTEIN2
XN_2502,PROTEIN2
XN_2503,PROTEIN2
XN_2504,PROTEIN2
XN_2505,PROTEIN2
XN_2506,PROTEIN2
XN_2507,PROTEIN2
XN_2508,PROTEIN2
XN_2509,PROTEIN2
XN_2510,PROTEIN2
XN_2511,PROTEIN2
XN_2512,PROTEIN2
XN_2513,PROTEIN2
XN_2514,PROTEIN2
XN_2515,PROTEIN2
XN_2516,PROTEIN2
XN_2517,PROTEIN2
XN_2518,PROTEIN2
XN_2519,PROTEIN2
XN_2520,PROTEIN2
XN_2521,PROTEIN2
XN_2522,PROTEIN2
XN_2523,PROTEIN2
XN_2524,PROTEIN2
XN_2525,PROTEIN2
XN_2526,PROTEIN2
XN_2527,PROTEIN2
XN_2528,PROTEIN2
XN_2529,PROTEIN2
XN_2530,PROTEIN2
XN_2531,PROTEIN2
XN_2532,PROTEIN2
XN_2533,PROTEIN2
XN_2534,PROTEIN2
XN_2535,PROTEIN2
XN_2536,PROTEIN2
XN_2537,PROTEIN2
XN_2538,PROTEIN2
XN_2539,PROTEIN2
XN_2540,PROTEIN2
XN_2541,PROTEIN2
XN_2542,PROTEIN2
XN_2543,PROTEIN2
XN_2544,PROTEIN2
XN_2545,PROTEIN2
XN_2546,PROTEIN2
XN_2547,PROTEIN2
XN_2548,PROTEIN2
XN_2549,PROTEIN2
XN_2550,PROTEIN2
XN_2551,PROTEIN2
XN_2552,PROTEIN2
XN_2553,PROTEIN2
XN_2554,PROTEIN2
XN_2555,PROTEIN2
XN_2556,PROTEIN2
XN_2557,PROTEIN2
XN_2558,PROTEIN2
XN_2559,PROTEIN2
XN_2560,PROTEIN2
XN_2561,PROTEIN2
XN_2562,PROTEIN2
XN_2563,PROTEIN2
XN_2564,PROTEIN2
XN_2565,PROTEIN2
XN_2566,PROTEIN2
XN_2567,PROTEIN2
XN_2568,PROTEIN2
XN_2569,PROTEIN2
XN_2570,PROTEIN2
XN_2571,PROTEIN2
XN_2572,PROTEIN2
XN_2573,PROTEIN2
XN_2574,PROTEIN2
XN_2575,PROTEIN2
XN_2576,PROTEIN2
XN_2577,PROTEIN2
XN_2578,PROTEIN2
XN_2579,PROTEIN2
XN_2580,PROTEIN2
XN_2581,PROTEIN2
XN_2582,PROTEIN2
XN_2583,PROTEIN2
XN_2584,PROTEIN2
XN_2585,PROTEIN2
XN_2586,PROTEIN2
XN_2587,PROTEIN2
XN_2588,PROTEIN2
XN_2589,PROTEIN2
XN_2590,PROTEIN2
XN_2591,PROTEIN2
XN_2592,PROTEIN2
XN_2593,PROTEIN2
XN_2594,PROTEIN2
XN_2595,PROTEIN2
XN_2596,PROTEIN2
XN_2597,PROTEIN2
XN_2598,PROTEIN2
XN_2599,PROTEIN2
XN_2600,PROTEIN2
XN_2601,PROTEIN2
XN_2602,PROTEIN2
XN_2603,PROTEIN2
XN_2604,PROTEIN2
XN_2605,PROTEIN2
XN_2606,PROTEIN2
XN_2607,PROTEIN2
XN_2608,PROTEIN2
XN_2609,PROTEIN2
XN_2610,PROTEIN2
XN_2611,PROTEIN2
XN_2612,PROTEIN2
XN_2613,PROTEIN2
XN_2614,PROTEIN2
XN_2615,PROTEIN2
XN_2616,PROTEIN2
XN_2617,PROTEIN2
XN_2618,PROTEIN2
XN_2619,PROTEIN2
XN_2620,PROTEIN2
XN_2621,PROTEIN2
XN_2622,PROTEIN2
XN_2623,PROTEIN2
XN_2624,PROTEIN2
XN_2625,PROTEIN2
XN_2626,PROTEIN2
XN_2627,PROTEIN2
XN_2628,PROTEIN2
XN_2629,PROTEIN2
XN_2630,PROTEIN2
XN_2631,PROTEIN2
XN_2632,PROTEIN2
XN_2633,PROTEIN2
XN_2634,PROTEIN2
XN_2635,PROTEIN2
XN_2636,PROTEIN2
XN_2637,PROTEIN2
XN_2638,PROTEIN2
XN_2639,PROTEIN2
XN_2640,PROTEIN2
XN_2641,PROTEIN2
XN_2642,PROTEIN2
XN_2643,PROTEIN2
XN_2644,PROTEIN2
XN_2645,PROTEIN2
XN_2646,PROTEIN2
XN_2647,PROTEIN2
XN_2648,PROTEIN2
XN_2649,PROTEIN2
XN_2650,PROTEIN2
XN_2651,PROTEIN2
XN_2652,PROTEIN2
XN_2653,PROTEIN2
XN_2654,PROTEIN2
XN_2655,PROTEIN2
XN_2656,PROTEIN2
XN_2657,PROTEIN2
XN_2658,PROTEIN2
XN_2659,PROTEIN2
XN_2660,PROTEIN2
XN_2661,PROTEIN2
XN_2662,PROTEIN2
XN_2663,PROTEIN2
XN_2664,PROTEIN2
XN_2665,PROTEIN2
XN_2666,PROTEIN2
XN_2667,PROTEIN2
XN_2668,PROTEIN2
XN_2669,PROTEIN2
XN_2670,PROTEIN2
XN_2671,PROTEIN2
XN_2672,PROTEIN2
XN_2673,PROTEIN2
XN_2674,PROTEIN2
XN_2675,PROTEIN2
XN_2676,PROTEIN2
XN_2677,PROTEIN2
XN_2678,PROTEIN2
XN_2679,PROTEIN2
XN_2680,PROTEIN2
XN_2681,PROTEIN2
XN_2682,PROTEIN2
XN_2683,PROTEIN2
XN_2684,PROTEIN2
XN_2685,PROTEIN2
XN_2686,PROTEIN2
XN_2687,PROTEIN2
XN_2688,PROTEIN2
XN_2689,PROTEIN2
XN_2690,PROTEIN2
XN_2691,PROTEIN2
XN_2692,PROTEIN2
XN_2693,PROTEIN2
XN_2694,PROTEIN2
XN_2695,PROTEIN2
XN_2696,PROTEIN2
XN_2697,PROTEIN2
XN_2698,PROTEIN2
XN_2699,PROTEIN2
XN_2700,PROTEIN2
XN_2701,PROTEIN2
XN_2702,PROTEIN2
XN_2703,PROTEIN2
XN_2704,PROTEIN2
XN_2705,PROTEIN2
XN_2706,PROTEIN2
XN_2707,PROTEIN2
XN_2708,PROTEIN2
XN_2709,PROTEIN2
XN_2710,PROTEIN2
XN_2711,PROTEIN2
XN_2712,PROTEIN2
XN_2713,PROTEIN2
XN_2714,PROTEIN2
XN_2715,PROTEIN2
XN_2716,PROTEIN2
XN_2717,PROTEIN2
XN_2718,PROTEIN2
XN_2719,PROTEIN2
XN_2720,PROTEIN2
XN_2721,PROTEIN2
XN_2722,PROTEIN2
XN_2723,PROTEIN2
XN_2724,PROTEIN2
XN_2725,PROTEIN2
XN_2726,PROTEIN2
XN_2727,PROTEIN2
XN_2728,PROTEIN2
XN_2729,PROTEIN2
XN_2730,PROTEIN2
XN_2731,PROTEIN2
XN_2732,PROTEIN2
XN_2733,PROTEIN2
XN_2734,PROTEIN2
XN_2735,PROTEIN2
XN_2736,PROTEIN2
XN_2737,PROTEIN2
XN_2738,PROTEIN2
XN_2739,PROTEIN2
XN_2740,PROTEIN2
XN_2741,PROTEIN2
XN_2742,PROTEIN2
XN_2743,PROTEIN2
XN_2744,PROTEIN2
XN_2745,PROTEIN2
XN_2746,PROTEIN2
XN_2747,PROTEIN2
XN_2748,PROTEIN2
XN_2749,PROTEIN2
XN_2750,PROTEIN2
XN_2751,PROTEIN2
XN_2752,PROTEIN2
XN_2753,PROTEIN2
XN_2754,PROTEIN2
XN_2755,PROTEIN2
XN_2756,PROTEIN2
XN_2757,PROTEIN2
XN_2758,PROTEIN2
XN_2759,PROTEIN2
XN_2760,PROTEIN2
XN_2761,PROTEIN2
XN_2762,PROTEIN2
XN_2763,PROTEIN2
XN_2764,PROTEIN2
XN_2765,PROTEIN2
XN_2766,PROTEIN2
XN_2767,PROTEIN2
XN_2768,PROTEIN2
XN_2769,PROTEIN2
XN_2770,PROTEIN2
XN_2771,PROTEIN2
XN_2772,PROTEIN2
XN_2773,PROTEIN2
XN_2774,PROTEIN2
XN_2775,PROTEIN2
XN_2776,PROTEIN2
XN_2777,PROTEIN2
XN_2778,PROTEIN2
XN_2779,PROTEIN2
XN_2780,PROTEIN2
XN_2781,PROTEIN2
XN_2782,PROTEIN2
XN_2783,PROTEIN2
XN_2784,PROTEIN2
XN_2785,PROTEIN2
XN_2786,PROTEIN2
XN_2787,PROTEIN2
XN_2788,PROTEIN2
XN_2789,PROTEIN2
XN_2790,PROTEIN2
XN_2791,PROTEIN2
XN_2792,PROTEIN2
XN_2793,PROTEIN2
XN_2794,PROTEIN2
XN_2795,PROTEIN2
XN_2796,PROTEIN2
XN_2797,PROTEIN2
XN_2798,PROTEIN2
XN_2799,PROTEIN2
XN_2800,PROTEIN2
XN_2801,PROTEIN2
XN_2802,PROTEIN2
XN_2803,PROTEIN2
XN_2804,PROTEIN2
XN_2805,PROTEIN2
XN_2806,PROTEIN2
XN_2807,PROTEIN2
XN_2808,PROTEIN2
XN_2809,PROTEIN2
XN_2810,PROTEIN2
XN_2811,PROTEIN2
XN_2812,PROTEIN2
XN_2813,PROTEIN2
XN_2814,PROTEIN2
XN_2815,PROTEIN2
XN_2816,PROTEIN2
XN_2817,PROTEIN2
XN_2818,PROTEIN2
XN_2819,PROTEIN2
XN_2820,PROTEIN2
XN_2821,PROTEIN2
XN_2822,PROTEIN2
XN_2823,PROTEIN2
XN_2824,PROTEIN2
XN_2825,PROTEIN2
XN_2826,PROTEIN2
XN_2827,PROTEIN2
XN_2828,PROTEIN2
XN_2829,PROTEIN2
XN_2830,PROTEIN2
XN_2831,PROTEIN2
XN_2832,PROTEIN2
XN_2833,PROTEIN2
XN_2834,PROTEIN2
XN_2835,PROTEIN2
XN_2836,PROTEIN2
XN_2837,PROTEIN2
XN_2838,PROTEIN2
XN_2839,PROTEIN2
XN_2840,PROTEIN2
XN_2841,PROTEIN2
XN_2842,PROTEIN2
XN_2843,PROTEIN2
XN_2844,PROTEIN2
XN_2845,PROTEIN2
XN_2846,PROTEIN2
XN_2847,PROTEIN2
XN_2848,PROTEIN2
XN_2849,PROTEIN2
XN_2850,PROTEIN2
XN_2851,PROTEIN2
XN_2852,PROTEIN2
XN_2853,PROTEIN2
XN_2854,PROTEIN2
XN_2855,PROTEIN2
XN_2856,PROTEIN2
XN_2857,PROTEIN2
XN_2858,PROTEIN2
XN_2859,PROTEIN2
XN_2860,PROTEIN2
XN_2861,PROTEIN2
XN_2862,PROTEIN2
XN_2863,PROTEIN2
XN_2864,PROTEIN2
XN_2865,PROTEIN2
XN_2866,PROTEIN2
XN_2867,PROTEIN2
XN_2868,PROTEIN2
XN_2869,PROTEIN2
XN_2870,PROTEIN2
XN_2871,PROTEIN2
XN_2872,PROTEIN2
XN_2873,PROTEIN2
XN_2874,PROTEIN2
XN_2875,PROTEIN2
XN_2876,PROTEIN2
XN_2877,PROTEIN2
XN_2878,PROTEIN2
XN_2879,PROTEIN2
XN_2880,PROTEIN2
XN_2881,PROTEIN2
XN_2882,PROTEIN2
XN_2883,PROTEIN2
XN_2884,PROTEIN2
XN_2885,PROTEIN2
XN_2886,PROTEIN2
XN_2887,PROTEIN2
XN_2888,PROTEIN2
XN_2889,PROTEIN2
XN_2890,PROTEIN2
XN_2891,PROTEIN2
XN_2892,PROTEIN2
XN_2893,PROTEIN2
XN_2894,PROTEIN2
XN_2895,PROTEIN2
XN_2896,PROTEIN2
XN_2897,PROTEIN2
XN_2898,PROTEIN2
XN_2899,PROTEIN2
XN_2900,PROTEIN2
XN_2901,PROTEIN2
XN_2902,PROTEIN2
XN_2903,PROTEIN2
XN_2904,PROTEIN2
XN_2905,PROTEIN2
XN_2906,PROTEIN2
XN_2907,PROTEIN2
XN_2908,PROTEIN2
XN_2909,PROTEIN2
XN_2910,PROTEIN2
XN_2911,PROTEIN2
XN_2912,PROTEIN2
XN_2913,PROTEIN2
XN_2914,PROTEIN2
XN_2915,PROTEIN2
XN_2916,PROTEIN2
XN_2917,PROTEIN2
XN_2918,PROTEIN2
XN_2919,PROTEIN2
XN_2920,PROTEIN2
XN_2921,PROTEIN2
XN_2922,PROTEIN2
XN_2923,PROTEIN2
XN_2924,PROTEIN2
XN_2925,PROTEIN2
XN_2926,PROTEIN2
XN_2927,PROTEIN2
XN_2928,PROTEIN2
XN_2929,PROTEIN2
XN_2930,PROTEIN2
XN_2931,PROTEIN2
XN_2932,PROTEIN2
XN_2933,PROTEIN2
XN_2934,PROTEIN2
XN_2935,PROTEIN2
XN_2936,PROTEIN2
XN_2937,PROTEIN2
XN_2938,PROTEIN2
XN_2939,PROTEIN2
XN_2940,PROTEIN2
XN_2941,PROTEIN2
XN_2942,PROTEIN2
XN_2943,PROTEIN2
XN_2944,PROTEIN2
XN_2945,PROTEIN2
XN_2946,PROTEIN2
XN_2947,PROTEIN2
XN_2948,PROTEIN2
XN_2949,PROTEIN2
XN_2950,PROTEIN2
XN_2951,PROTEIN2
XN_2952,PROTEIN2
XN_2953,PROTEIN2
XN_2954,PROTEIN2
XN_2955,PROTEIN2
XN_2956,PROTEIN2
XN_2957,PROTEIN2
XN_2958,PROTEIN2
XN_2959,PROTEIN2
XN_2960,PROTEIN2
XN_2961,PROTEIN2
XN_2962,PROTEIN2
XN_2963,PROTEIN2
XN_2964,PROTEIN2
XN_2965,PROTEIN2
XN_2966,PROTEIN2
XN_2967,PROTEIN2
XN_2968,PROTEIN2
XN_2969,PROTEIN2
XN_2970,PROTEIN2
XN_2971,PROTEIN2
XN_2972,PROTEIN2
XN_2973,PROTEIN2
XN_2974,PROTEIN2
XN_2975,PROTEIN2
XN_2976,PROTEIN2
XN_2977,PROTEIN2
XN_2978,PROTEIN2
XN_2979,PROTEIN2
XN_2980,PROTEIN2
XN_2981,PROTEIN2
XN_2982,PROTEIN2
XN_2983,PROTEIN2
XN_2984,PROTEIN2
XN_2985,PROTEIN2
XN_2986,PROTEIN2
XN_2987,PROTEIN2
XN_2988,PROTEIN2
XN_2989,PROTEIN2
XN_2990,PROTEIN2
XN_2991,PROTEIN2
XN_2992,PROTEIN2
XN_2993,PROTEIN2
XN_2994,PROTEIN2
XN_2995,PROTEIN2
XN_2996,PROTEIN2
XN_2997,PROTEIN2
XN_2998,PROTEIN2
XN_2999,PROTEIN2
XN_3000,PROTEIN2
XN_3001,PROTEIN2
XN_3002,PROTEIN2
XN_3003,PROTEIN2
XN_3004,PROTEIN2
XN_3005,PROTEIN2
XN_3006,PROTEIN2
XN_3007,PROTEIN2
XN_3008,PROTEIN2
XN_3009,PROTEIN2
XN_3010,PROTEIN2
XN_3011,PROTEIN2
XN_3012,PROTEIN2
XN_3013,PROTEIN2
XN_3014,PROTEIN2
XN_3015,PROTEIN2
XN_3016,PROTEIN2
XN_3017,PROTEIN2
XN_3018,PROTEIN2
XN_3019,PROTEIN2
XN_3020,PROTEIN2
XN_3021,PROTEIN2
XN_3022,PROTEIN2
XN_3023,PROTEIN2
XN_3024,PROTEIN2
XN_3025,PROTEIN2
XN_3026,PROTEIN2
XN_3027,PROTEIN2
XN_3028,PROTEIN2
XN_3029,PROTEIN2
XN_3030,PROTEIN2
XN_3031,PROTEIN2
XN_3032,PROTEIN2
XN_3033,PROTEIN2
XN_3034,PROTEIN2
XN_3035,PROTEIN2
XN_3036,PROTEIN2
XN_3037,PROTEIN2
XN_3038,PROTEIN2
XN_3039,PROTEIN2
XN_3040,PROTEIN2
XN_3041,PROTEIN2
XN_3042,PROTEIN2
XN_3043,PROTEIN2
XN_3044,PROTEIN2
XN_3045,PROTEIN2
XN_3046,PROTEIN2
XN_3047,PROTEIN2
XN_3048,PROTEIN2
XN_3049,PROTEIN2
XN_3050,PROTEIN2
XN_3051,PROTEIN2
XN_3052,PROTEIN2
XN_3053,PROTEIN2
XN_3054,PROTEIN2
XN_3055,PROTEIN2
XN_3056,PROTEIN2
XN_3057,PROTEIN2
XN_3058,PROTEIN2
XN_3059,PROTEIN2
XN_3060,PROTEIN2
XN_3061,PROTEIN2
XN_3062,PROTEIN2
XN_3063,PROTEIN2
XN_3064,PROTEIN2
XN_3065,PROTEIN2
XN_3066,PROTEIN2
XN_3067,PROTEIN2
