nodo:ID,:LABEL
N_2413,PROTEIN
N_2414,PROTEIN
N_2415,PROTEIN
N_2416,PROTEIN
N_2417,PROTEIN
N_2418,PROTEIN
N_2419,PROTEIN
N_2420,PROTEIN
N_2421,PROTEIN
N_2422,PROTEIN
N_2423,PROTEIN
N_2424,PROTEIN
N_2425,PROTEIN
N_2426,PROTEIN
N_2427,PROTEIN
N_2428,PROTEIN
N_2429,PROTEIN
N_2430,PROTEIN
N_2431,PROTEIN
N_2432,PROTEIN
N_2433,PROTEIN
N_2434,PROTEIN
N_2435,PROTEIN
N_2436,PROTEIN
N_2437,PROTEIN
N_2438,PROTEIN
N_2439,PROTEIN
N_2440,PROTEIN
N_2441,PROTEIN
N_2442,PROTEIN
N_2443,PROTEIN
N_2444,PROTEIN
N_2445,PROTEIN
N_2446,PROTEIN
N_2447,PROTEIN
N_2448,PROTEIN
N_2449,PROTEIN
N_2450,PROTEIN
N_2451,PROTEIN
N_2452,PROTEIN
N_2453,PROTEIN
N_2454,PROTEIN
N_2455,PROTEIN
N_2456,PROTEIN
N_2457,PROTEIN
N_2458,PROTEIN
N_2459,PROTEIN
N_2460,PROTEIN
N_2461,PROTEIN
N_2462,PROTEIN
N_2463,PROTEIN
N_2464,PROTEIN
N_2465,PROTEIN
N_2466,PROTEIN
N_2467,PROTEIN
N_2468,PROTEIN
N_2469,PROTEIN
N_2470,PROTEIN
N_2471,PROTEIN
N_2472,PROTEIN
N_2473,PROTEIN
N_2474,PROTEIN
N_2475,PROTEIN
N_2476,PROTEIN
N_2477,PROTEIN
N_2478,PROTEIN
N_2479,PROTEIN
N_2480,PROTEIN
N_2481,PROTEIN
N_2482,PROTEIN
N_2483,PROTEIN
N_2484,PROTEIN
N_2485,PROTEIN
N_2486,PROTEIN
N_2487,PROTEIN
N_2488,PROTEIN
N_2489,PROTEIN
N_2490,PROTEIN
N_2491,PROTEIN
N_2492,PROTEIN
N_2493,PROTEIN
N_2494,PROTEIN
N_2495,PROTEIN
N_2496,PROTEIN
N_2497,PROTEIN
N_2498,PROTEIN
N_2499,PROTEIN
N_2500,PROTEIN
N_2501,PROTEIN
N_2502,PROTEIN
N_2503,PROTEIN
N_2504,PROTEIN
N_2505,PROTEIN
N_2506,PROTEIN
N_2507,PROTEIN
N_2508,PROTEIN
N_2509,PROTEIN
N_2510,PROTEIN
N_2511,PROTEIN
N_2512,PROTEIN
N_2513,PROTEIN
N_2514,PROTEIN
N_2515,PROTEIN
N_2516,PROTEIN
N_2517,PROTEIN
N_2518,PROTEIN
N_2519,PROTEIN
N_2520,PROTEIN
N_2521,PROTEIN
N_2522,PROTEIN
N_2523,PROTEIN
N_2524,PROTEIN
N_2525,PROTEIN
N_2526,PROTEIN
N_2527,PROTEIN
N_2528,PROTEIN
N_2529,PROTEIN
N_2530,PROTEIN
N_2531,PROTEIN
N_2532,PROTEIN
N_2533,PROTEIN
N_2534,PROTEIN
N_2535,PROTEIN
N_2536,PROTEIN
N_2537,PROTEIN
N_2538,PROTEIN
N_2539,PROTEIN
N_2540,PROTEIN
N_2541,PROTEIN
N_2542,PROTEIN
N_2543,PROTEIN
N_2544,PROTEIN
N_2545,PROTEIN
N_2546,PROTEIN
N_2547,PROTEIN
N_2548,PROTEIN
N_2549,PROTEIN
N_2550,PROTEIN
N_2551,PROTEIN
N_2552,PROTEIN
N_2553,PROTEIN
N_2554,PROTEIN
N_2555,PROTEIN
N_2556,PROTEIN
N_2557,PROTEIN
N_2558,PROTEIN
N_2559,PROTEIN
N_2560,PROTEIN
N_2561,PROTEIN
N_2562,PROTEIN
N_2563,PROTEIN
N_2564,PROTEIN
N_2565,PROTEIN
N_2566,PROTEIN
N_2567,PROTEIN
N_2568,PROTEIN
N_2569,PROTEIN
N_2570,PROTEIN
N_2571,PROTEIN
N_2572,PROTEIN
N_2573,PROTEIN
N_2574,PROTEIN
N_2575,PROTEIN
N_2576,PROTEIN
N_2577,PROTEIN
N_2578,PROTEIN
N_2579,PROTEIN
N_2580,PROTEIN
N_2581,PROTEIN
N_2582,PROTEIN
N_2583,PROTEIN
N_2584,PROTEIN
N_2585,PROTEIN
N_2586,PROTEIN
N_2587,PROTEIN
N_2588,PROTEIN
N_2589,PROTEIN
N_2590,PROTEIN
N_2591,PROTEIN
N_2592,PROTEIN
N_2593,PROTEIN
N_2594,PROTEIN
N_2595,PROTEIN
N_2596,PROTEIN
N_2597,PROTEIN
N_2598,PROTEIN
N_2599,PROTEIN
N_2600,PROTEIN
N_2601,PROTEIN
N_2602,PROTEIN
N_2603,PROTEIN
N_2604,PROTEIN
N_2605,PROTEIN
N_2606,PROTEIN
N_2607,PROTEIN
N_2608,PROTEIN
N_2609,PROTEIN
N_2610,PROTEIN
N_2611,PROTEIN
N_2612,PROTEIN
N_2613,PROTEIN
N_2614,PROTEIN
N_2615,PROTEIN
N_2616,PROTEIN
N_2617,PROTEIN
N_2618,PROTEIN
N_2619,PROTEIN
N_2620,PROTEIN
N_2621,PROTEIN
N_2622,PROTEIN
N_2623,PROTEIN
N_2624,PROTEIN
N_2625,PROTEIN
N_2626,PROTEIN
N_2627,PROTEIN
N_2628,PROTEIN
N_2629,PROTEIN
N_2630,PROTEIN
N_2631,PROTEIN
N_2632,PROTEIN
N_2633,PROTEIN
N_2634,PROTEIN
N_2635,PROTEIN
N_2636,PROTEIN
N_2637,PROTEIN
N_2638,PROTEIN
N_2639,PROTEIN
N_2640,PROTEIN
N_2641,PROTEIN
N_2642,PROTEIN
N_2643,PROTEIN
N_2644,PROTEIN
N_2645,PROTEIN
N_2646,PROTEIN
N_2647,PROTEIN
N_2648,PROTEIN
N_2649,PROTEIN
N_2650,PROTEIN
N_2651,PROTEIN
N_2652,PROTEIN
N_2653,PROTEIN
N_2654,PROTEIN
N_2655,PROTEIN
N_2656,PROTEIN
N_2657,PROTEIN
N_2658,PROTEIN
N_2659,PROTEIN
N_2660,PROTEIN
N_2661,PROTEIN
N_2662,PROTEIN
N_2663,PROTEIN
N_2664,PROTEIN
N_2665,PROTEIN
N_2666,PROTEIN
N_2667,PROTEIN
N_2668,PROTEIN
N_2669,PROTEIN
N_2670,PROTEIN
N_2671,PROTEIN
N_2672,PROTEIN
N_2673,PROTEIN
N_2674,PROTEIN
N_2675,PROTEIN
N_2676,PROTEIN
N_2677,PROTEIN
N_2678,PROTEIN
N_2679,PROTEIN
N_2680,PROTEIN
N_2681,PROTEIN
N_2682,PROTEIN
N_2683,PROTEIN
N_2684,PROTEIN
N_2685,PROTEIN
N_2686,PROTEIN
N_2687,PROTEIN
N_2688,PROTEIN
N_2689,PROTEIN
N_2690,PROTEIN
N_2691,PROTEIN
N_2692,PROTEIN
N_2693,PROTEIN
N_2694,PROTEIN
N_2695,PROTEIN
N_2696,PROTEIN
N_2697,PROTEIN
N_2698,PROTEIN
N_2699,PROTEIN
N_2700,PROTEIN
N_2701,PROTEIN
N_2702,PROTEIN
N_2703,PROTEIN
N_2704,PROTEIN
N_2705,PROTEIN
N_2706,PROTEIN
N_2707,PROTEIN
N_2708,PROTEIN
N_2709,PROTEIN
N_2710,PROTEIN
N_2711,PROTEIN
N_2712,PROTEIN
N_2713,PROTEIN
N_2714,PROTEIN
N_2715,PROTEIN
N_2716,PROTEIN
N_2717,PROTEIN
N_2718,PROTEIN
N_2719,PROTEIN
N_2720,PROTEIN
N_2721,PROTEIN
N_2722,PROTEIN
N_2723,PROTEIN
N_2724,PROTEIN
N_2725,PROTEIN
N_2726,PROTEIN
N_2727,PROTEIN
N_2728,PROTEIN
N_2729,PROTEIN
N_2730,PROTEIN
N_2731,PROTEIN
N_2732,PROTEIN
N_2733,PROTEIN
N_2734,PROTEIN
N_2735,PROTEIN
N_2736,PROTEIN
N_2737,PROTEIN
N_2738,PROTEIN
N_2739,PROTEIN
N_2740,PROTEIN
N_2741,PROTEIN
N_2742,PROTEIN
N_2743,PROTEIN
N_2744,PROTEIN
N_2745,PROTEIN
N_2746,PROTEIN
N_2747,PROTEIN
N_2748,PROTEIN
N_2749,PROTEIN
N_2750,PROTEIN
N_2751,PROTEIN
N_2752,PROTEIN
N_2753,PROTEIN
N_2754,PROTEIN
N_2755,PROTEIN
N_2756,PROTEIN
N_2757,PROTEIN
N_2758,PROTEIN
N_2759,PROTEIN
N_2760,PROTEIN
N_2761,PROTEIN
N_2762,PROTEIN
N_2763,PROTEIN
N_2764,PROTEIN
N_2765,PROTEIN
N_2766,PROTEIN
N_2767,PROTEIN
N_2768,PROTEIN
N_2769,PROTEIN
N_2770,PROTEIN
N_2771,PROTEIN
N_2772,PROTEIN
N_2773,PROTEIN
N_2774,PROTEIN
N_2775,PROTEIN
N_2776,PROTEIN
N_2777,PROTEIN
N_2778,PROTEIN
N_2779,PROTEIN
N_2780,PROTEIN
N_2781,PROTEIN
N_2782,PROTEIN
N_2783,PROTEIN
N_2784,PROTEIN
N_2785,PROTEIN
N_2786,PROTEIN
N_2787,PROTEIN
N_2788,PROTEIN
N_2789,PROTEIN
N_2790,PROTEIN
N_2791,PROTEIN
N_2792,PROTEIN
N_2793,PROTEIN
N_2794,PROTEIN
N_2795,PROTEIN
N_2796,PROTEIN
N_2797,PROTEIN
N_2798,PROTEIN
N_2799,PROTEIN
N_2800,PROTEIN
N_2801,PROTEIN
N_2802,PROTEIN
N_2803,PROTEIN
N_2804,PROTEIN
N_2805,PROTEIN
N_2806,PROTEIN
N_2807,PROTEIN
N_2808,PROTEIN
N_2809,PROTEIN
N_2810,PROTEIN
N_2811,PROTEIN
N_2812,PROTEIN
N_2813,PROTEIN
N_2814,PROTEIN
N_2815,PROTEIN
N_2816,PROTEIN
N_2817,PROTEIN
N_2818,PROTEIN
N_2819,PROTEIN
N_2820,PROTEIN
N_2821,PROTEIN
N_2822,PROTEIN
N_2823,PROTEIN
N_2824,PROTEIN
N_2825,PROTEIN
N_2826,PROTEIN
N_2827,PROTEIN
N_2828,PROTEIN
N_2829,PROTEIN
N_2830,PROTEIN
N_2831,PROTEIN
N_2832,PROTEIN
N_2833,PROTEIN
N_2834,PROTEIN
N_2835,PROTEIN
N_2836,PROTEIN
N_2837,PROTEIN
N_2838,PROTEIN
N_2839,PROTEIN
N_2840,PROTEIN
N_2841,PROTEIN
N_2842,PROTEIN
N_2843,PROTEIN
N_2844,PROTEIN
N_2845,PROTEIN
N_2846,PROTEIN
N_2847,PROTEIN
N_2848,PROTEIN
N_2849,PROTEIN
N_2850,PROTEIN
N_2851,PROTEIN
N_2852,PROTEIN
N_2853,PROTEIN
N_2854,PROTEIN
N_2855,PROTEIN
N_2856,PROTEIN
N_2857,PROTEIN
N_2858,PROTEIN
N_2859,PROTEIN
N_2860,PROTEIN
N_2861,PROTEIN
N_2862,PROTEIN
N_2863,PROTEIN
N_2864,PROTEIN
N_2865,PROTEIN
N_2866,PROTEIN
N_2867,PROTEIN
N_2868,PROTEIN
N_2869,PROTEIN
N_2870,PROTEIN
N_2871,PROTEIN
N_2872,PROTEIN
N_2873,PROTEIN
N_2874,PROTEIN
N_2875,PROTEIN
N_2876,PROTEIN
N_2877,PROTEIN
N_2878,PROTEIN
N_2879,PROTEIN
N_2880,PROTEIN
N_2881,PROTEIN
N_2882,PROTEIN
N_2883,PROTEIN
N_2884,PROTEIN
N_2885,PROTEIN
N_2886,PROTEIN
N_2887,PROTEIN
N_2888,PROTEIN
N_2889,PROTEIN
N_2890,PROTEIN
N_2891,PROTEIN
N_2892,PROTEIN
N_2893,PROTEIN
N_2894,PROTEIN
N_2895,PROTEIN
N_2896,PROTEIN
N_2897,PROTEIN
N_2898,PROTEIN
N_2899,PROTEIN
N_2900,PROTEIN
N_2901,PROTEIN
N_2902,PROTEIN
N_2903,PROTEIN
N_2904,PROTEIN
N_2905,PROTEIN
N_2906,PROTEIN
N_2907,PROTEIN
N_2908,PROTEIN
N_2909,PROTEIN
N_2910,PROTEIN
N_2911,PROTEIN
N_2912,PROTEIN
N_2913,PROTEIN
N_2914,PROTEIN
N_2915,PROTEIN
N_2916,PROTEIN
N_2917,PROTEIN
N_2918,PROTEIN
N_2919,PROTEIN
N_2920,PROTEIN
N_2921,PROTEIN
N_2922,PROTEIN
N_2923,PROTEIN
N_2924,PROTEIN
N_2925,PROTEIN
N_2926,PROTEIN
N_2927,PROTEIN
N_2928,PROTEIN
N_2929,PROTEIN
N_2930,PROTEIN
N_2931,PROTEIN
N_2932,PROTEIN
N_2933,PROTEIN
N_2934,PROTEIN
N_2935,PROTEIN
N_2936,PROTEIN
N_2937,PROTEIN
N_2938,PROTEIN
N_2939,PROTEIN
N_2940,PROTEIN
N_2941,PROTEIN
N_2942,PROTEIN
N_2943,PROTEIN
N_2944,PROTEIN
N_2945,PROTEIN
N_2946,PROTEIN
N_2947,PROTEIN
N_2948,PROTEIN
N_2949,PROTEIN
N_2950,PROTEIN
N_2951,PROTEIN
N_2952,PROTEIN
N_2953,PROTEIN
N_2954,PROTEIN
N_2955,PROTEIN
N_2956,PROTEIN
N_2957,PROTEIN
N_2958,PROTEIN
N_2959,PROTEIN
N_2960,PROTEIN
N_2961,PROTEIN
N_2962,PROTEIN
N_2963,PROTEIN
N_2964,PROTEIN
N_2965,PROTEIN
N_2966,PROTEIN
N_2967,PROTEIN
N_2968,PROTEIN
N_2969,PROTEIN
N_2970,PROTEIN
N_2971,PROTEIN
N_2972,PROTEIN
N_2973,PROTEIN
N_2974,PROTEIN
N_2975,PROTEIN
N_2976,PROTEIN
N_2977,PROTEIN
N_2978,PROTEIN
N_2979,PROTEIN
N_2980,PROTEIN
N_2981,PROTEIN
N_2982,PROTEIN
N_2983,PROTEIN
N_2984,PROTEIN
N_2985,PROTEIN
N_2986,PROTEIN
N_2987,PROTEIN
N_2988,PROTEIN
N_2989,PROTEIN
N_2990,PROTEIN
N_2991,PROTEIN
N_2992,PROTEIN
N_2993,PROTEIN
N_2994,PROTEIN
N_2995,PROTEIN
N_2996,PROTEIN
N_2997,PROTEIN
N_2998,PROTEIN
N_2999,PROTEIN
N_3000,PROTEIN
N_3001,PROTEIN
N_3002,PROTEIN
N_3003,PROTEIN
N_3004,PROTEIN
N_3005,PROTEIN
N_3006,PROTEIN
N_3007,PROTEIN
N_3008,PROTEIN
N_3009,PROTEIN
N_3010,PROTEIN
N_3011,PROTEIN
N_3012,PROTEIN
N_3013,PROTEIN
N_3014,PROTEIN
N_3015,PROTEIN
N_3016,PROTEIN
N_3017,PROTEIN
N_3018,PROTEIN
N_3019,PROTEIN
N_3020,PROTEIN
N_3021,PROTEIN
N_3022,PROTEIN
N_3023,PROTEIN
N_3024,PROTEIN
N_3025,PROTEIN
N_3026,PROTEIN
N_3027,PROTEIN
N_3028,PROTEIN
N_3029,PROTEIN
N_3030,PROTEIN
N_3031,PROTEIN
N_3032,PROTEIN
N_3033,PROTEIN
N_3034,PROTEIN
N_3035,PROTEIN
N_3036,PROTEIN
N_3037,PROTEIN
N_3038,PROTEIN
N_3039,PROTEIN
N_3040,PROTEIN
N_3041,PROTEIN
N_3042,PROTEIN
N_3043,PROTEIN
N_3044,PROTEIN
N_3045,PROTEIN
N_3046,PROTEIN
N_3047,PROTEIN
N_3048,PROTEIN
N_3049,PROTEIN
N_3050,PROTEIN
N_3051,PROTEIN
N_3052,PROTEIN
N_3053,PROTEIN
N_3054,PROTEIN
N_3055,PROTEIN
N_3056,PROTEIN
N_3057,PROTEIN
N_3058,PROTEIN
N_3059,PROTEIN
N_3060,PROTEIN
N_3061,PROTEIN
N_3062,PROTEIN
N_3063,PROTEIN
N_3064,PROTEIN
N_3065,PROTEIN
N_3066,PROTEIN
N_3067,PROTEIN
N_3068,PROTEIN
N_3069,PROTEIN
N_3070,PROTEIN
N_3071,PROTEIN
N_3072,PROTEIN
N_3073,PROTEIN
N_3074,PROTEIN
N_3075,PROTEIN
N_3076,PROTEIN
N_3077,PROTEIN
N_3078,PROTEIN
N_3079,PROTEIN
N_3080,PROTEIN
N_3081,PROTEIN
N_3082,PROTEIN
N_3083,PROTEIN
N_3084,PROTEIN
N_3085,PROTEIN
N_3086,PROTEIN
N_3087,PROTEIN
N_3088,PROTEIN
N_3089,PROTEIN
N_3090,PROTEIN
N_3091,PROTEIN
N_3092,PROTEIN
N_3093,PROTEIN
N_3094,PROTEIN
N_3095,PROTEIN
N_3096,PROTEIN
N_3097,PROTEIN
N_3098,PROTEIN
N_3099,PROTEIN
N_3100,PROTEIN
N_3101,PROTEIN
N_3102,PROTEIN
N_3103,PROTEIN
N_3104,PROTEIN
N_3105,PROTEIN
N_3106,PROTEIN
N_3107,PROTEIN
N_3108,PROTEIN
N_3109,PROTEIN
N_3110,PROTEIN
N_3111,PROTEIN
N_3112,PROTEIN
N_3113,PROTEIN
N_3114,PROTEIN
N_3115,PROTEIN
N_3116,PROTEIN
N_3117,PROTEIN
N_3118,PROTEIN
N_3119,PROTEIN
N_3120,PROTEIN
N_3121,PROTEIN
N_3122,PROTEIN
N_3123,PROTEIN
N_3124,PROTEIN
N_3125,PROTEIN
N_3126,PROTEIN
N_3127,PROTEIN
N_3128,PROTEIN
N_3129,PROTEIN
N_3130,PROTEIN
N_3131,PROTEIN
N_3132,PROTEIN
N_3133,PROTEIN
N_3134,PROTEIN
N_3135,PROTEIN
N_3136,PROTEIN
N_3137,PROTEIN
N_3138,PROTEIN
N_3139,PROTEIN
N_3140,PROTEIN
N_3141,PROTEIN
N_3142,PROTEIN
N_3143,PROTEIN
N_3144,PROTEIN
N_3145,PROTEIN
N_3146,PROTEIN
N_3147,PROTEIN
N_3148,PROTEIN
N_3149,PROTEIN
N_3150,PROTEIN
N_3151,PROTEIN
N_3152,PROTEIN
N_3153,PROTEIN
N_3154,PROTEIN
N_3155,PROTEIN
N_3156,PROTEIN
N_3157,PROTEIN
N_3158,PROTEIN
N_3159,PROTEIN
N_3160,PROTEIN
N_3161,PROTEIN
N_3162,PROTEIN
N_3163,PROTEIN
N_3164,PROTEIN
N_3165,PROTEIN
N_3166,PROTEIN
N_3167,PROTEIN
N_3168,PROTEIN
N_3169,PROTEIN
N_3170,PROTEIN
N_3171,PROTEIN
N_3172,PROTEIN
N_3173,PROTEIN
N_3174,PROTEIN
N_3175,PROTEIN
N_3176,PROTEIN
N_3177,PROTEIN
N_3178,PROTEIN
N_3179,PROTEIN
N_3180,PROTEIN
N_3181,PROTEIN
N_3182,PROTEIN
N_3183,PROTEIN
N_3184,PROTEIN
N_3185,PROTEIN
N_3186,PROTEIN
N_3187,PROTEIN
N_3188,PROTEIN
N_3189,PROTEIN
N_3190,PROTEIN
N_3191,PROTEIN
N_3192,PROTEIN
N_3193,PROTEIN
N_3194,PROTEIN
N_3195,PROTEIN
N_3196,PROTEIN
N_3197,PROTEIN
N_3198,PROTEIN
N_3199,PROTEIN
N_3200,PROTEIN
N_3201,PROTEIN
N_3202,PROTEIN
N_3203,PROTEIN
N_3204,PROTEIN
N_3205,PROTEIN
N_3206,PROTEIN
N_3207,PROTEIN
N_3208,PROTEIN
N_3209,PROTEIN
N_3210,PROTEIN
N_3211,PROTEIN
N_3212,PROTEIN
N_3213,PROTEIN
N_3214,PROTEIN
N_3215,PROTEIN
N_3216,PROTEIN
N_3217,PROTEIN
N_3218,PROTEIN
N_3219,PROTEIN
N_3220,PROTEIN
N_3221,PROTEIN
N_3222,PROTEIN
N_3223,PROTEIN
N_3224,PROTEIN
N_3225,PROTEIN
N_3226,PROTEIN
N_3227,PROTEIN
N_3228,PROTEIN
N_3229,PROTEIN
N_3230,PROTEIN
N_3231,PROTEIN
N_3232,PROTEIN
N_3233,PROTEIN
N_3234,PROTEIN
N_3235,PROTEIN
N_3236,PROTEIN
N_3237,PROTEIN
N_3238,PROTEIN
N_3239,PROTEIN
N_3240,PROTEIN
N_3241,PROTEIN
N_3242,PROTEIN
N_3243,PROTEIN
N_3244,PROTEIN
N_3245,PROTEIN
N_3246,PROTEIN
N_3247,PROTEIN
N_3248,PROTEIN
N_3249,PROTEIN
N_3250,PROTEIN
N_3251,PROTEIN
N_3252,PROTEIN
N_3253,PROTEIN
N_3254,PROTEIN
N_3255,PROTEIN
N_3256,PROTEIN
N_3257,PROTEIN
N_3258,PROTEIN
N_3259,PROTEIN
N_3260,PROTEIN
N_3261,PROTEIN
N_3262,PROTEIN
N_3263,PROTEIN
N_3264,PROTEIN
N_3265,PROTEIN
N_3266,PROTEIN
N_3267,PROTEIN
N_3268,PROTEIN
N_3269,PROTEIN
N_3270,PROTEIN
N_3271,PROTEIN
N_3272,PROTEIN
N_3273,PROTEIN
N_3274,PROTEIN
N_3275,PROTEIN
N_3276,PROTEIN
N_3277,PROTEIN
N_3278,PROTEIN
N_3279,PROTEIN
N_3280,PROTEIN
N_3281,PROTEIN
N_3282,PROTEIN
N_3283,PROTEIN
N_3284,PROTEIN
N_3285,PROTEIN
N_3286,PROTEIN
N_3287,PROTEIN
N_3288,PROTEIN
N_3289,PROTEIN
N_3290,PROTEIN
N_3291,PROTEIN
N_3292,PROTEIN
N_3293,PROTEIN
N_3294,PROTEIN
N_3295,PROTEIN
N_3296,PROTEIN
N_3297,PROTEIN
N_3298,PROTEIN
N_3299,PROTEIN
N_3300,PROTEIN
N_3301,PROTEIN
N_3302,PROTEIN
N_3303,PROTEIN
N_3304,PROTEIN
N_3305,PROTEIN
N_3306,PROTEIN
N_3307,PROTEIN
N_3308,PROTEIN
N_3309,PROTEIN
N_3310,PROTEIN
N_3311,PROTEIN
N_3312,PROTEIN
N_3313,PROTEIN
N_3314,PROTEIN
N_3315,PROTEIN
N_3316,PROTEIN
N_3317,PROTEIN
N_3318,PROTEIN
N_3319,PROTEIN
N_3320,PROTEIN
N_3321,PROTEIN
N_3322,PROTEIN
N_3323,PROTEIN
N_3324,PROTEIN
N_3325,PROTEIN
N_3326,PROTEIN
N_3327,PROTEIN
N_3328,PROTEIN
N_3329,PROTEIN
N_3330,PROTEIN
N_3331,PROTEIN
N_3332,PROTEIN
N_3333,PROTEIN
N_3334,PROTEIN
N_3335,PROTEIN
N_3336,PROTEIN
N_3337,PROTEIN
N_3338,PROTEIN
N_3339,PROTEIN
N_3340,PROTEIN
N_3341,PROTEIN
N_3342,PROTEIN
N_3343,PROTEIN
N_3344,PROTEIN
N_3345,PROTEIN
N_3346,PROTEIN
N_3347,PROTEIN
N_3348,PROTEIN
N_3349,PROTEIN
N_3350,PROTEIN
N_3351,PROTEIN
N_3352,PROTEIN
N_3353,PROTEIN
N_3354,PROTEIN
N_3355,PROTEIN
N_3356,PROTEIN
N_3357,PROTEIN
N_3358,PROTEIN
N_3359,PROTEIN
N_3360,PROTEIN
N_3361,PROTEIN
N_3362,PROTEIN
N_3363,PROTEIN
N_3364,PROTEIN
N_3365,PROTEIN
N_3366,PROTEIN
N_3367,PROTEIN
N_3368,PROTEIN
N_3369,PROTEIN
N_3370,PROTEIN
N_3371,PROTEIN
N_3372,PROTEIN
N_3373,PROTEIN
N_3374,PROTEIN
N_3375,PROTEIN
N_3376,PROTEIN
N_3377,PROTEIN
N_3378,PROTEIN
N_3379,PROTEIN
N_3380,PROTEIN
N_3381,PROTEIN
N_3382,PROTEIN
N_3383,PROTEIN
N_3384,PROTEIN
N_3385,PROTEIN
N_3386,PROTEIN
N_3387,PROTEIN
N_3388,PROTEIN
N_3389,PROTEIN
N_3390,PROTEIN
N_3391,PROTEIN
N_3392,PROTEIN
N_3393,PROTEIN
N_3394,PROTEIN
N_3395,PROTEIN
N_3396,PROTEIN
N_3397,PROTEIN
N_3398,PROTEIN
N_3399,PROTEIN
N_3400,PROTEIN
N_3401,PROTEIN
N_3402,PROTEIN
N_3403,PROTEIN
N_3404,PROTEIN
N_3405,PROTEIN
N_3406,PROTEIN
N_3407,PROTEIN
N_3408,PROTEIN
N_3409,PROTEIN
N_3410,PROTEIN
N_3411,PROTEIN
N_3412,PROTEIN
N_3413,PROTEIN
N_3414,PROTEIN
N_3415,PROTEIN
N_3416,PROTEIN
N_3417,PROTEIN
N_3418,PROTEIN
N_3419,PROTEIN
N_3420,PROTEIN
N_3421,PROTEIN
N_3422,PROTEIN
N_3423,PROTEIN
N_3424,PROTEIN
N_3425,PROTEIN
N_3426,PROTEIN
N_3427,PROTEIN
N_3428,PROTEIN
N_3429,PROTEIN
N_3430,PROTEIN
N_3431,PROTEIN
N_3432,PROTEIN
N_3433,PROTEIN
N_3434,PROTEIN
N_3435,PROTEIN
N_3436,PROTEIN
N_3437,PROTEIN
N_3438,PROTEIN
N_3439,PROTEIN
N_3440,PROTEIN
N_3441,PROTEIN
N_3442,PROTEIN
N_3443,PROTEIN
N_3444,PROTEIN
N_3445,PROTEIN
N_3446,PROTEIN
N_3447,PROTEIN
N_3448,PROTEIN
N_3449,PROTEIN
N_3450,PROTEIN
N_3451,PROTEIN
N_3452,PROTEIN
N_3453,PROTEIN
N_3454,PROTEIN
N_3455,PROTEIN
N_3456,PROTEIN
N_3457,PROTEIN
N_3458,PROTEIN
N_3459,PROTEIN
N_3460,PROTEIN
N_3461,PROTEIN
N_3462,PROTEIN
N_3463,PROTEIN
N_3464,PROTEIN
N_3465,PROTEIN
N_3466,PROTEIN
N_3467,PROTEIN
N_3468,PROTEIN
N_3469,PROTEIN
N_3470,PROTEIN
N_3471,PROTEIN
N_3472,PROTEIN
N_3473,PROTEIN
N_3474,PROTEIN
N_3475,PROTEIN
N_3476,PROTEIN
N_3477,PROTEIN
N_3478,PROTEIN
N_3479,PROTEIN
N_3480,PROTEIN
N_3481,PROTEIN
N_3482,PROTEIN
N_3483,PROTEIN
N_3484,PROTEIN
N_3485,PROTEIN
N_3486,PROTEIN
N_3487,PROTEIN
N_3488,PROTEIN
N_3489,PROTEIN
N_3490,PROTEIN
N_3491,PROTEIN
N_3492,PROTEIN
N_3493,PROTEIN
N_3494,PROTEIN
N_3495,PROTEIN
N_3496,PROTEIN
N_3497,PROTEIN
N_3498,PROTEIN
N_3499,PROTEIN
N_3500,PROTEIN
N_3501,PROTEIN
N_3502,PROTEIN
N_3503,PROTEIN
N_3504,PROTEIN
N_3505,PROTEIN
N_3506,PROTEIN
N_3507,PROTEIN
N_3508,PROTEIN
N_3509,PROTEIN
N_3510,PROTEIN
N_3511,PROTEIN
N_3512,PROTEIN
N_3513,PROTEIN
N_3514,PROTEIN
N_3515,PROTEIN
N_3516,PROTEIN
N_3517,PROTEIN
N_3518,PROTEIN
N_3519,PROTEIN
N_3520,PROTEIN
N_3521,PROTEIN
N_3522,PROTEIN
N_3523,PROTEIN
N_3524,PROTEIN
N_3525,PROTEIN
N_3526,PROTEIN
N_3527,PROTEIN
N_3528,PROTEIN
N_3529,PROTEIN
N_3530,PROTEIN
N_3531,PROTEIN
N_3532,PROTEIN
N_3533,PROTEIN
N_3534,PROTEIN
N_3535,PROTEIN
N_3536,PROTEIN
N_3537,PROTEIN
N_3538,PROTEIN
N_3539,PROTEIN
N_3540,PROTEIN
N_3541,PROTEIN
N_3542,PROTEIN
N_3543,PROTEIN
N_3544,PROTEIN
N_3545,PROTEIN
N_3546,PROTEIN
N_3547,PROTEIN
N_3548,PROTEIN
N_3549,PROTEIN
N_3550,PROTEIN
N_3551,PROTEIN
N_3552,PROTEIN
N_3553,PROTEIN
N_3554,PROTEIN
N_3555,PROTEIN
N_3556,PROTEIN
N_3557,PROTEIN
N_3558,PROTEIN
N_3559,PROTEIN
N_3560,PROTEIN
N_3561,PROTEIN
N_3562,PROTEIN
N_3563,PROTEIN
N_3564,PROTEIN
N_3565,PROTEIN
N_3566,PROTEIN
N_3567,PROTEIN
N_3568,PROTEIN
N_3569,PROTEIN
N_3570,PROTEIN
N_3571,PROTEIN
N_3572,PROTEIN
N_3573,PROTEIN
N_3574,PROTEIN
N_3575,PROTEIN
N_3576,PROTEIN
N_3577,PROTEIN
